Epoch,loss,accuracy,val_loss,val_accuracy
135,1.550577044,0.7825014,2.910205126,0.588815808
136,1.509650946,0.800329149,3.038053989,0.611842096
137,1.521203637,0.798134923,2.958411694,0.610745609
138,1.453374267,0.81513989,2.945523739,0.608552635
139,1.486829042,0.797860682,3.050664186,0.600877166
140,1.479073048,0.80087769,2.978441954,0.612938583
141,1.479585171,0.801974773,2.897942781,0.601973712
142,1.468765616,0.802249014,2.947529793,0.598684192
143,1.513488412,0.792649508,2.960124493,0.600877166
144,1.462936163,0.812945724,2.936694145,0.592105269
145,1.472329736,0.799780607,2.938228607,0.595394731
146,1.447552562,0.81157434,2.862856388,0.620614052
147,1.457881927,0.809105873,3.027043819,0.588815808
148,1.509196758,0.798134923,2.966505051,0.601973712
149,1.459412098,0.813219965,3.048669815,0.591008782
150,1.476066709,0.803071856,2.998105526,0.605263174
151,1.500116706,0.809380114,3.023532867,0.616228044
152,1.471933484,0.806637406,2.846996307,0.601973712
153,1.45789957,0.814865589,3.198846579,0.585526288
154,1.490563512,0.801151931,2.970945358,0.598684192
155,1.457967877,0.806911707,2.890639544,0.604166687
156,1.435876727,0.803346157,2.970147371,0.593201756
157,1.452435374,0.80800879,2.971564293,0.597587705
158,1.497559667,0.801700473,3.025019646,0.574561417
159,1.424736977,0.810202956,2.907452583,0.610745609
160,1.459250212,0.809380114,2.913048983,0.600877166
161,1.470737576,0.805540323,2.903355598,0.608552635
162,1.471013188,0.804717481,3.029401064,0.595394731
163,1.473399401,0.802249014,3.138422012,0.586622834
164,1.490549207,0.809380114,2.941353321,0.604166687
165,1.46822226,0.809105873,2.940012455,0.605263174
166,1.426062226,0.813494265,2.993284702,0.612938583
167,1.410710812,0.823916614,3.135297775,0.607456148
168,1.428487301,0.819253981,2.899224758,0.605263174
169,1.406129122,0.813768506,3.002599955,0.612938583
170,1.435438991,0.810751498,3.065312624,0.597587705
171,1.431646347,0.808831573,3.269640684,0.577850878
172,1.475542545,0.809928715,3.142751694,0.600877166
173,1.446356416,0.80800879,2.886268139,0.596491218
174,1.452239752,0.805814564,3.05333209,0.598684192
175,1.40960741,0.819253981,3.092792273,0.616228044
176,1.439247966,0.812122881,2.972905159,0.598684192
177,1.418972015,0.813494265,3.08586359,0.587719321
178,1.399047494,0.822819531,3.016909122,0.620614052
179,1.378278852,0.831322014,3.23831749,0.581140339
180,1.40828824,0.817334056,3.098504305,0.597587705
181,1.435571909,0.810202956,3.075825214,0.605263174
182,1.426404238,0.80800879,3.028958797,0.610745609
183,1.466234803,0.807734489,3.126406908,0.596491218
184,1.441123724,0.808557332,2.95911026,0.593201756
185,1.407769322,0.817334056,2.99681282,0.608552635
186,1.397684216,0.825287998,2.995316982,0.610745609
187,1.431057215,0.810477257,2.880589724,0.618421078
188,1.362077713,0.827207923,3.120459318,0.610745609
189,1.373937845,0.818979681,2.975324869,0.600877166
190,1.415564895,0.819528222,3.044067383,0.610745609
191,1.449016213,0.812671423,2.957825184,0.610745609
192,1.393774271,0.826933622,3.199726582,0.601973712
193,1.403767228,0.814042807,3.076395512,0.618421078
194,1.445147157,0.813219965,3.261377096,0.586622834
195,1.471896887,0.808557332,3.093024731,0.586622834
196,1.406493187,0.821996689,3.09254384,0.585526288
197,1.362094522,0.828853548,3.112870693,0.607456148
198,1.345176578,0.827756464,3.073556662,0.589912295
199,1.419718981,0.815688431,3.25280714,0.593201756
200,1.394526601,0.824190915,3.119457483,0.604166687
