,actor_name,path
1608,Colin_Powell,../../../data/lfw-deepfunneled\Colin_Powell\Colin_Powell_0151.jpg
8977,Wen_Jiabao,../../../data/lfw-deepfunneled\Wen_Jiabao\Wen_Jiabao_0010.jpg
8070,Silvio_Berlusconi,../../../data/lfw-deepfunneled\Silvio_Berlusconi\Silvio_Berlusconi_0025.jpg
5176,Junichiro_Koizumi,../../../data/lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0039.jpg
4221,Jean_Charest,../../../data/lfw-deepfunneled\Jean_Charest\Jean_Charest_0008.jpg
7074,Pete_Sampras,../../../data/lfw-deepfunneled\Pete_Sampras\Pete_Sampras_0007.jpg
2887,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0281.jpg
544,Ariel_Sharon,../../../data/lfw-deepfunneled\Ariel_Sharon\Ariel_Sharon_0002.jpg
409,Andre_Agassi,../../../data/lfw-deepfunneled\Andre_Agassi\Andre_Agassi_0032.jpg
3050,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0444.jpg
2100,Donald_Rumsfeld,../../../data/lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0101.jpg
7708,Rubens_Barrichello,../../../data/lfw-deepfunneled\Rubens_Barrichello\Rubens_Barrichello_0008.jpg
3885,Igor_Ivanov,../../../data/lfw-deepfunneled\Igor_Ivanov\Igor_Ivanov_0011.jpg
4875,John_Snow,../../../data/lfw-deepfunneled\John_Snow\John_Snow_0015.jpg
872,Bill_Clinton,../../../data/lfw-deepfunneled\Bill_Clinton\Bill_Clinton_0022.jpg
8666,Tony_Blair,../../../data/lfw-deepfunneled\Tony_Blair\Tony_Blair_0127.jpg
5702,Li_Peng,../../../data/lfw-deepfunneled\Li_Peng\Li_Peng_0005.jpg
3382,Gordon_Brown,../../../data/lfw-deepfunneled\Gordon_Brown\Gordon_Brown_0013.jpg
3450,Guillermo_Coria,../../../data/lfw-deepfunneled\Guillermo_Coria\Guillermo_Coria_0004.jpg
8103,Spencer_Abraham,../../../data/lfw-deepfunneled\Spencer_Abraham\Spencer_Abraham_0001.jpg
6333,Michael_Schumacher,../../../data/lfw-deepfunneled\Michael_Schumacher\Michael_Schumacher_0011.jpg
5773,Lucio_Gutierrez,../../../data/lfw-deepfunneled\Lucio_Gutierrez\Lucio_Gutierrez_0003.jpg
7069,Pete_Sampras,../../../data/lfw-deepfunneled\Pete_Sampras\Pete_Sampras_0002.jpg
2094,Donald_Rumsfeld,../../../data/lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0095.jpg
3219,Gerhard_Schroeder,../../../data/lfw-deepfunneled\Gerhard_Schroeder\Gerhard_Schroeder_0073.jpg
7376,Richard_Gephardt,../../../data/lfw-deepfunneled\Richard_Gephardt\Richard_Gephardt_0007.jpg
5126,Julie_Gerberding,../../../data/lfw-deepfunneled\Julie_Gerberding\Julie_Gerberding_0008.jpg
3042,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0436.jpg
8403,Tommy_Franks,../../../data/lfw-deepfunneled\Tommy_Franks\Tommy_Franks_0014.jpg
8811,Vicente_Fox,../../../data/lfw-deepfunneled\Vicente_Fox\Vicente_Fox_0005.jpg
7964,Sergey_Lavrov,../../../data/lfw-deepfunneled\Sergey_Lavrov\Sergey_Lavrov_0005.jpg
4833,John_Negroponte,../../../data/lfw-deepfunneled\John_Negroponte\John_Negroponte_0029.jpg
5861,Luiz_Inacio_Lula_da_Silva,../../../data/lfw-deepfunneled\Luiz_Inacio_Lula_da_Silva\Luiz_Inacio_Lula_da_Silva_0045.jpg
1299,Charles_Taylor,../../../data/lfw-deepfunneled\Charles_Taylor\Charles_Taylor_0002.jpg
4643,John_Allen_Muhammad,../../../data/lfw-deepfunneled\John_Allen_Muhammad\John_Allen_Muhammad_0004.jpg
3953,Jack_Straw,../../../data/lfw-deepfunneled\Jack_Straw\Jack_Straw_0016.jpg
1624,Colin_Powell,../../../data/lfw-deepfunneled\Colin_Powell\Colin_Powell_0167.jpg
6931,Paul_Burrell,../../../data/lfw-deepfunneled\Paul_Burrell\Paul_Burrell_0003.jpg
6670,Nestor_Kirchner,../../../data/lfw-deepfunneled\Nestor_Kirchner\Nestor_Kirchner_0009.jpg
8893,Vladimir_Putin,../../../data/lfw-deepfunneled\Vladimir_Putin\Vladimir_Putin_0016.jpg
4019,Jacques_Chirac,../../../data/lfw-deepfunneled\Jacques_Chirac\Jacques_Chirac_0052.jpg
3416,Gray_Davis,../../../data/lfw-deepfunneled\Gray_Davis\Gray_Davis_0025.jpg
3795,Hugo_Chavez,../../../data/lfw-deepfunneled\Hugo_Chavez\Hugo_Chavez_0032.jpg
599,Ariel_Sharon,../../../data/lfw-deepfunneled\Ariel_Sharon\Ariel_Sharon_0057.jpg
2590,George_Robertson,../../../data/lfw-deepfunneled\George_Robertson\George_Robertson_0017.jpg
4607,Joe_Lieberman,../../../data/lfw-deepfunneled\Joe_Lieberman\Joe_Lieberman_0011.jpg
8504,Tom_Ridge,../../../data/lfw-deepfunneled\Tom_Ridge\Tom_Ridge_0008.jpg
2105,Donald_Rumsfeld,../../../data/lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0106.jpg
7310,Renee_Zellweger,../../../data/lfw-deepfunneled\Renee_Zellweger\Renee_Zellweger_0012.jpg
2727,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0121.jpg
4452,Jeremy_Greenstock,../../../data/lfw-deepfunneled\Jeremy_Greenstock\Jeremy_Greenstock_0015.jpg
8114,Spencer_Abraham,../../../data/lfw-deepfunneled\Spencer_Abraham\Spencer_Abraham_0012.jpg
558,Ariel_Sharon,../../../data/lfw-deepfunneled\Ariel_Sharon\Ariel_Sharon_0016.jpg
8880,Vladimir_Putin,../../../data/lfw-deepfunneled\Vladimir_Putin\Vladimir_Putin_0003.jpg
4841,John_Paul_II,../../../data/lfw-deepfunneled\John_Paul_II\John_Paul_II_0006.jpg
5921,Mahmoud_Abbas,../../../data/lfw-deepfunneled\Mahmoud_Abbas\Mahmoud_Abbas_0014.jpg
4320,Jennifer_Aniston,../../../data/lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0002.jpg
8458,Tom_Daschle,../../../data/lfw-deepfunneled\Tom_Daschle\Tom_Daschle_0009.jpg
419,Andy_Roddick,../../../data/lfw-deepfunneled\Andy_Roddick\Andy_Roddick_0004.jpg
2549,George_HW_Bush,../../../data/lfw-deepfunneled\George_HW_Bush\George_HW_Bush_0007.jpg
8617,Tony_Blair,../../../data/lfw-deepfunneled\Tony_Blair\Tony_Blair_0078.jpg
8331,Tiger_Woods,../../../data/lfw-deepfunneled\Tiger_Woods\Tiger_Woods_0012.jpg
3986,Jacques_Chirac,../../../data/lfw-deepfunneled\Jacques_Chirac\Jacques_Chirac_0019.jpg
8449,Tom_Cruise,../../../data/lfw-deepfunneled\Tom_Cruise\Tom_Cruise_0010.jpg
8919,Vladimir_Putin,../../../data/lfw-deepfunneled\Vladimir_Putin\Vladimir_Putin_0042.jpg
3519,Halle_Berry,../../../data/lfw-deepfunneled\Halle_Berry\Halle_Berry_0010.jpg
4262,Jean_Chretien,../../../data/lfw-deepfunneled\Jean_Chretien\Jean_Chretien_0032.jpg
8208,Sylvester_Stallone,../../../data/lfw-deepfunneled\Sylvester_Stallone\Sylvester_Stallone_0001.jpg
4639,John_Abizaid,../../../data/lfw-deepfunneled\John_Abizaid\John_Abizaid_0009.jpg
7399,Richard_Myers,../../../data/lfw-deepfunneled\Richard_Myers\Richard_Myers_0004.jpg
6433,Mike_Weir,../../../data/lfw-deepfunneled\Mike_Weir\Mike_Weir_0011.jpg
3781,Hugo_Chavez,../../../data/lfw-deepfunneled\Hugo_Chavez\Hugo_Chavez_0018.jpg
4374,Jennifer_Capriati,../../../data/lfw-deepfunneled\Jennifer_Capriati\Jennifer_Capriati_0035.jpg
5031,Jose_Serra,../../../data/lfw-deepfunneled\Jose_Serra\Jose_Serra_0007.jpg
7719,Rudolph_Giuliani,../../../data/lfw-deepfunneled\Rudolph_Giuliani\Rudolph_Giuliani_0005.jpg
1611,Colin_Powell,../../../data/lfw-deepfunneled\Colin_Powell\Colin_Powell_0154.jpg
7279,Recep_Tayyip_Erdogan,../../../data/lfw-deepfunneled\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0017.jpg
8480,Tom_Hanks,../../../data/lfw-deepfunneled\Tom_Hanks\Tom_Hanks_0004.jpg
3381,Gordon_Brown,../../../data/lfw-deepfunneled\Gordon_Brown\Gordon_Brown_0012.jpg
8728,Tung_Chee-hwa,../../../data/lfw-deepfunneled\Tung_Chee-hwa\Tung_Chee-hwa_0001.jpg
4723,John_Bolton,../../../data/lfw-deepfunneled\John_Bolton\John_Bolton_0016.jpg
8653,Tony_Blair,../../../data/lfw-deepfunneled\Tony_Blair\Tony_Blair_0114.jpg
5192,Junichiro_Koizumi,../../../data/lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0055.jpg
6196,Megawati_Sukarnoputri,../../../data/lfw-deepfunneled\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0026.jpg
6540,Muhammad_Ali,../../../data/lfw-deepfunneled\Muhammad_Ali\Muhammad_Ali_0007.jpg
5059,Juan_Carlos_Ferrero,../../../data/lfw-deepfunneled\Juan_Carlos_Ferrero\Juan_Carlos_Ferrero_0017.jpg
854,Bill_Clinton,../../../data/lfw-deepfunneled\Bill_Clinton\Bill_Clinton_0004.jpg
3026,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0420.jpg
6740,Nicole_Kidman,../../../data/lfw-deepfunneled\Nicole_Kidman\Nicole_Kidman_0009.jpg
8640,Tony_Blair,../../../data/lfw-deepfunneled\Tony_Blair\Tony_Blair_0101.jpg
1541,Colin_Powell,../../../data/lfw-deepfunneled\Colin_Powell\Colin_Powell_0084.jpg
3364,Gonzalo_Sanchez_de_Lozada,../../../data/lfw-deepfunneled\Gonzalo_Sanchez_de_Lozada\Gonzalo_Sanchez_de_Lozada_0009.jpg
3210,Gerhard_Schroeder,../../../data/lfw-deepfunneled\Gerhard_Schroeder\Gerhard_Schroeder_0064.jpg
324,Amelie_Mauresmo,../../../data/lfw-deepfunneled\Amelie_Mauresmo\Amelie_Mauresmo_0010.jpg
5376,Kim_Ryong-sung,../../../data/lfw-deepfunneled\Kim_Ryong-sung\Kim_Ryong-sung_0011.jpg
325,Amelie_Mauresmo,../../../data/lfw-deepfunneled\Amelie_Mauresmo\Amelie_Mauresmo_0011.jpg
380,Andre_Agassi,../../../data/lfw-deepfunneled\Andre_Agassi\Andre_Agassi_0003.jpg
8594,Tony_Blair,../../../data/lfw-deepfunneled\Tony_Blair\Tony_Blair_0055.jpg
2947,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0341.jpg
8610,Tony_Blair,../../../data/lfw-deepfunneled\Tony_Blair\Tony_Blair_0071.jpg
5536,Laura_Bush,../../../data/lfw-deepfunneled\Laura_Bush\Laura_Bush_0023.jpg
3991,Jacques_Chirac,../../../data/lfw-deepfunneled\Jacques_Chirac\Jacques_Chirac_0024.jpg
4336,Jennifer_Aniston,../../../data/lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0018.jpg
2058,Donald_Rumsfeld,../../../data/lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0059.jpg
2869,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0263.jpg
3843,Hu_Jintao,../../../data/lfw-deepfunneled\Hu_Jintao\Hu_Jintao_0005.jpg
4828,John_Negroponte,../../../data/lfw-deepfunneled\John_Negroponte\John_Negroponte_0024.jpg
7370,Richard_Gephardt,../../../data/lfw-deepfunneled\Richard_Gephardt\Richard_Gephardt_0001.jpg
4765,John_Kerry,../../../data/lfw-deepfunneled\John_Kerry\John_Kerry_0004.jpg
5523,Laura_Bush,../../../data/lfw-deepfunneled\Laura_Bush\Laura_Bush_0010.jpg
8483,Tom_Hanks,../../../data/lfw-deepfunneled\Tom_Hanks\Tom_Hanks_0007.jpg
5246,Kate_Hudson,../../../data/lfw-deepfunneled\Kate_Hudson\Kate_Hudson_0005.jpg
7307,Renee_Zellweger,../../../data/lfw-deepfunneled\Renee_Zellweger\Renee_Zellweger_0009.jpg
4285,Jean_Chretien,../../../data/lfw-deepfunneled\Jean_Chretien\Jean_Chretien_0055.jpg
3358,Gonzalo_Sanchez_de_Lozada,../../../data/lfw-deepfunneled\Gonzalo_Sanchez_de_Lozada\Gonzalo_Sanchez_de_Lozada_0003.jpg
1481,Colin_Powell,../../../data/lfw-deepfunneled\Colin_Powell\Colin_Powell_0024.jpg
2388,Fernando_Gonzalez,../../../data/lfw-deepfunneled\Fernando_Gonzalez\Fernando_Gonzalez_0009.jpg
8115,Spencer_Abraham,../../../data/lfw-deepfunneled\Spencer_Abraham\Spencer_Abraham_0013.jpg
3097,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0491.jpg
5049,Juan_Carlos_Ferrero,../../../data/lfw-deepfunneled\Juan_Carlos_Ferrero\Juan_Carlos_Ferrero_0007.jpg
4155,Javier_Solana,../../../data/lfw-deepfunneled\Javier_Solana\Javier_Solana_0005.jpg
552,Ariel_Sharon,../../../data/lfw-deepfunneled\Ariel_Sharon\Ariel_Sharon_0010.jpg
3772,Hugo_Chavez,../../../data/lfw-deepfunneled\Hugo_Chavez\Hugo_Chavez_0009.jpg
2981,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0375.jpg
5918,Mahmoud_Abbas,../../../data/lfw-deepfunneled\Mahmoud_Abbas\Mahmoud_Abbas_0011.jpg
4482,Jesse_Jackson,../../../data/lfw-deepfunneled\Jesse_Jackson\Jesse_Jackson_0006.jpg
3128,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0522.jpg
482,Anna_Kournikova,../../../data/lfw-deepfunneled\Anna_Kournikova\Anna_Kournikova_0012.jpg
2733,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0127.jpg
5190,Junichiro_Koizumi,../../../data/lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0053.jpg
924,Bill_McBride,../../../data/lfw-deepfunneled\Bill_McBride\Bill_McBride_0010.jpg
3058,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0452.jpg
6681,Nestor_Kirchner,../../../data/lfw-deepfunneled\Nestor_Kirchner\Nestor_Kirchner_0020.jpg
2117,Donald_Rumsfeld,../../../data/lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0118.jpg
7107,Pierce_Brosnan,../../../data/lfw-deepfunneled\Pierce_Brosnan\Pierce_Brosnan_0002.jpg
508,Ann_Veneman,../../../data/lfw-deepfunneled\Ann_Veneman\Ann_Veneman_0011.jpg
8230,Taha_Yassin_Ramadan,../../../data/lfw-deepfunneled\Taha_Yassin_Ramadan\Taha_Yassin_Ramadan_0012.jpg
5606,Leonardo_DiCaprio,../../../data/lfw-deepfunneled\Leonardo_DiCaprio\Leonardo_DiCaprio_0002.jpg
4293,Jeb_Bush,../../../data/lfw-deepfunneled\Jeb_Bush\Jeb_Bush_0008.jpg
2671,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0065.jpg
6328,Michael_Schumacher,../../../data/lfw-deepfunneled\Michael_Schumacher\Michael_Schumacher_0006.jpg
7033,Pervez_Musharraf,../../../data/lfw-deepfunneled\Pervez_Musharraf\Pervez_Musharraf_0007.jpg
4416,Jennifer_Lopez,../../../data/lfw-deepfunneled\Jennifer_Lopez\Jennifer_Lopez_0015.jpg
2532,George_Clooney,../../../data/lfw-deepfunneled\George_Clooney\George_Clooney_0005.jpg
3940,Jack_Straw,../../../data/lfw-deepfunneled\Jack_Straw\Jack_Straw_0003.jpg
4816,John_Negroponte,../../../data/lfw-deepfunneled\John_Negroponte\John_Negroponte_0012.jpg
7914,Serena_Williams,../../../data/lfw-deepfunneled\Serena_Williams\Serena_Williams_0012.jpg
3927,Jackie_Chan,../../../data/lfw-deepfunneled\Jackie_Chan\Jackie_Chan_0008.jpg
8613,Tony_Blair,../../../data/lfw-deepfunneled\Tony_Blair\Tony_Blair_0074.jpg
3822,Hugo_Chavez,../../../data/lfw-deepfunneled\Hugo_Chavez\Hugo_Chavez_0059.jpg
5611,Leonardo_DiCaprio,../../../data/lfw-deepfunneled\Leonardo_DiCaprio\Leonardo_DiCaprio_0007.jpg
7927,Serena_Williams,../../../data/lfw-deepfunneled\Serena_Williams\Serena_Williams_0025.jpg
2718,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0112.jpg
2006,Donald_Rumsfeld,../../../data/lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0007.jpg
2836,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0230.jpg
8361,Tim_Henman,../../../data/lfw-deepfunneled\Tim_Henman\Tim_Henman_0002.jpg
3056,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0450.jpg
3120,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0514.jpg
1849,David_Nalbandian,../../../data/lfw-deepfunneled\David_Nalbandian\David_Nalbandian_0008.jpg
3852,Hu_Jintao,../../../data/lfw-deepfunneled\Hu_Jintao\Hu_Jintao_0014.jpg
2751,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0145.jpg
1498,Colin_Powell,../../../data/lfw-deepfunneled\Colin_Powell\Colin_Powell_0041.jpg
5729,Lleyton_Hewitt,../../../data/lfw-deepfunneled\Lleyton_Hewitt\Lleyton_Hewitt_0012.jpg
8587,Tony_Blair,../../../data/lfw-deepfunneled\Tony_Blair\Tony_Blair_0048.jpg
3734,Hosni_Mubarak,../../../data/lfw-deepfunneled\Hosni_Mubarak\Hosni_Mubarak_0005.jpg
4952,Joschka_Fischer,../../../data/lfw-deepfunneled\Joschka_Fischer\Joschka_Fischer_0002.jpg
8906,Vladimir_Putin,../../../data/lfw-deepfunneled\Vladimir_Putin\Vladimir_Putin_0029.jpg
2781,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0175.jpg
6177,Megawati_Sukarnoputri,../../../data/lfw-deepfunneled\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0007.jpg
1581,Colin_Powell,../../../data/lfw-deepfunneled\Colin_Powell\Colin_Powell_0124.jpg
4773,John_Kerry,../../../data/lfw-deepfunneled\John_Kerry\John_Kerry_0012.jpg
4330,Jennifer_Aniston,../../../data/lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0012.jpg
2097,Donald_Rumsfeld,../../../data/lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0098.jpg
4337,Jennifer_Aniston,../../../data/lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0019.jpg
2101,Donald_Rumsfeld,../../../data/lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0102.jpg
896,Bill_Gates,../../../data/lfw-deepfunneled\Bill_Gates\Bill_Gates_0008.jpg
3570,Hans_Blix,../../../data/lfw-deepfunneled\Hans_Blix\Hans_Blix_0010.jpg
3112,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0506.jpg
3300,Gloria_Macapagal_Arroyo,../../../data/lfw-deepfunneled\Gloria_Macapagal_Arroyo\Gloria_Macapagal_Arroyo_0006.jpg
3329,Gloria_Macapagal_Arroyo,../../../data/lfw-deepfunneled\Gloria_Macapagal_Arroyo\Gloria_Macapagal_Arroyo_0035.jpg
8232,Taha_Yassin_Ramadan,../../../data/lfw-deepfunneled\Taha_Yassin_Ramadan\Taha_Yassin_Ramadan_0014.jpg
2055,Donald_Rumsfeld,../../../data/lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0056.jpg
5160,Junichiro_Koizumi,../../../data/lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0023.jpg
4772,John_Kerry,../../../data/lfw-deepfunneled\John_Kerry\John_Kerry_0011.jpg
680,Arnold_Schwarzenegger,../../../data/lfw-deepfunneled\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0029.jpg
276,Alvaro_Uribe,../../../data/lfw-deepfunneled\Alvaro_Uribe\Alvaro_Uribe_0034.jpg
2050,Donald_Rumsfeld,../../../data/lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0051.jpg
7778,Saddam_Hussein,../../../data/lfw-deepfunneled\Saddam_Hussein\Saddam_Hussein_0014.jpg
2165,Edmund_Stoiber,../../../data/lfw-deepfunneled\Edmund_Stoiber\Edmund_Stoiber_0003.jpg
1582,Colin_Powell,../../../data/lfw-deepfunneled\Colin_Powell\Colin_Powell_0125.jpg
7276,Recep_Tayyip_Erdogan,../../../data/lfw-deepfunneled\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0014.jpg
2052,Donald_Rumsfeld,../../../data/lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0053.jpg
1982,Dominique_de_Villepin,../../../data/lfw-deepfunneled\Dominique_de_Villepin\Dominique_de_Villepin_0007.jpg
5736,Lleyton_Hewitt,../../../data/lfw-deepfunneled\Lleyton_Hewitt\Lleyton_Hewitt_0019.jpg
8307,Thomas_OBrien,../../../data/lfw-deepfunneled\Thomas_OBrien\Thomas_OBrien_0002.jpg
5067,Juan_Carlos_Ferrero,../../../data/lfw-deepfunneled\Juan_Carlos_Ferrero\Juan_Carlos_Ferrero_0025.jpg
4142,Jason_Kidd,../../../data/lfw-deepfunneled\Jason_Kidd\Jason_Kidd_0004.jpg
2976,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0370.jpg
6678,Nestor_Kirchner,../../../data/lfw-deepfunneled\Nestor_Kirchner\Nestor_Kirchner_0017.jpg
4279,Jean_Chretien,../../../data/lfw-deepfunneled\Jean_Chretien\Jean_Chretien_0049.jpg
1228,Catherine_Zeta-Jones,../../../data/lfw-deepfunneled\Catherine_Zeta-Jones\Catherine_Zeta-Jones_0003.jpg
3038,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0432.jpg
3827,Hugo_Chavez,../../../data/lfw-deepfunneled\Hugo_Chavez\Hugo_Chavez_0064.jpg
5249,Kate_Hudson,../../../data/lfw-deepfunneled\Kate_Hudson\Kate_Hudson_0008.jpg
573,Ariel_Sharon,../../../data/lfw-deepfunneled\Ariel_Sharon\Ariel_Sharon_0031.jpg
867,Bill_Clinton,../../../data/lfw-deepfunneled\Bill_Clinton\Bill_Clinton_0017.jpg
7968,Sergey_Lavrov,../../../data/lfw-deepfunneled\Sergey_Lavrov\Sergey_Lavrov_0009.jpg
7725,Rudolph_Giuliani,../../../data/lfw-deepfunneled\Rudolph_Giuliani\Rudolph_Giuliani_0011.jpg
4047,James_Blake,../../../data/lfw-deepfunneled\James_Blake\James_Blake_0011.jpg
3199,Gerhard_Schroeder,../../../data/lfw-deepfunneled\Gerhard_Schroeder\Gerhard_Schroeder_0053.jpg
2856,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0250.jpg
1142,Carlos_Menem,../../../data/lfw-deepfunneled\Carlos_Menem\Carlos_Menem_0020.jpg
1494,Colin_Powell,../../../data/lfw-deepfunneled\Colin_Powell\Colin_Powell_0037.jpg
3015,George_W_Bush,../../../data/lfw-deepfunneled\George_W_Bush\George_W_Bush_0409.jpg
