,actor_name,path
1791,Julianne_Moore,.\data\lfw-deepfunneled\Julianne_Moore\Julianne_Moore_0008.jpg
1916,Tim_Henman,.\data\lfw-deepfunneled\Tim_Henman\Tim_Henman_0013.jpg
8201,Andre_Agassi,.\data\lfw-deepfunneled\Andre_Agassi\Andre_Agassi_0014.jpg
9136,Mohammed_Al-Douri,.\data\lfw-deepfunneled\Mohammed_Al-Douri\Mohammed_Al-Douri_0008.jpg
1064,Winona_Ryder,.\data\lfw-deepfunneled\Winona_Ryder\Winona_Ryder_0016.jpg
3491,John_Ashcroft,.\data\lfw-deepfunneled\John_Ashcroft\John_Ashcroft_0034.jpg
4891,Vladimir_Putin,.\data\lfw-deepfunneled\Vladimir_Putin\Vladimir_Putin_0008.jpg
3930,Richard_Myers,.\data\lfw-deepfunneled\Richard_Myers\Richard_Myers_0002.jpg
3190,John_Negroponte,.\data\lfw-deepfunneled\John_Negroponte\John_Negroponte_0029.jpg
8764,Gray_Davis,.\data\lfw-deepfunneled\Gray_Davis\Gray_Davis_0006.jpg
378,Richard_Myers,.\data\lfw-deepfunneled\Richard_Myers\Richard_Myers_0009.jpg
2688,Nicole_Kidman,.\data\lfw-deepfunneled\Nicole_Kidman\Nicole_Kidman_0006.jpg
4195,Hugo_Chavez,.\data\lfw-deepfunneled\Hugo_Chavez\Hugo_Chavez_0013.jpg
5112,Richard_Gere,.\data\lfw-deepfunneled\Richard_Gere\Richard_Gere_0003.jpg
1712,John_Ashcroft,.\data\lfw-deepfunneled\John_Ashcroft\John_Ashcroft_0048.jpg
2011,Jiang_Zemin,.\data\lfw-deepfunneled\Jiang_Zemin\Jiang_Zemin_0017.jpg
7159,Hamid_Karzai,.\data\lfw-deepfunneled\Hamid_Karzai\Hamid_Karzai_0011.jpg
262,Dominique_de_Villepin,.\data\lfw-deepfunneled\Dominique_de_Villepin\Dominique_de_Villepin_0013.jpg
216,Trent_Lott,.\data\lfw-deepfunneled\Trent_Lott\Trent_Lott_0010.jpg
7337,Alejandro_Toledo,.\data\lfw-deepfunneled\Alejandro_Toledo\Alejandro_Toledo_0009.jpg
3959,George_Robertson,.\data\lfw-deepfunneled\George_Robertson\George_Robertson_0020.jpg
8226,Jose_Maria_Aznar,.\data\lfw-deepfunneled\Jose_Maria_Aznar\Jose_Maria_Aznar_0021.jpg
8354,Lleyton_Hewitt,.\data\lfw-deepfunneled\Lleyton_Hewitt\Lleyton_Hewitt_0041.jpg
2783,Howard_Dean,.\data\lfw-deepfunneled\Howard_Dean\Howard_Dean_0001.jpg
7699,Jeremy_Greenstock,.\data\lfw-deepfunneled\Jeremy_Greenstock\Jeremy_Greenstock_0008.jpg
8059,Vicente_Fox,.\data\lfw-deepfunneled\Vicente_Fox\Vicente_Fox_0020.jpg
2349,Halle_Berry,.\data\lfw-deepfunneled\Halle_Berry\Halle_Berry_0016.jpg
4473,Yoriko_Kawaguchi,.\data\lfw-deepfunneled\Yoriko_Kawaguchi\Yoriko_Kawaguchi_0001.jpg
2219,Jean_Chretien,.\data\lfw-deepfunneled\Jean_Chretien\Jean_Chretien_0023.jpg
324,Dominique_de_Villepin,.\data\lfw-deepfunneled\Dominique_de_Villepin\Dominique_de_Villepin_0007.jpg
9124,Mahathir_Mohamad,.\data\lfw-deepfunneled\Mahathir_Mohamad\Mahathir_Mohamad_0006.jpg
7127,Tom_Ridge,.\data\lfw-deepfunneled\Tom_Ridge\Tom_Ridge_0002.jpg
1550,Pierce_Brosnan,.\data\lfw-deepfunneled\Pierce_Brosnan\Pierce_Brosnan_0009.jpg
188,Hugh_Grant,.\data\lfw-deepfunneled\Hugh_Grant\Hugh_Grant_0005.jpg
336,Jesse_Jackson,.\data\lfw-deepfunneled\Jesse_Jackson\Jesse_Jackson_0009.jpg
3206,Pierce_Brosnan,.\data\lfw-deepfunneled\Pierce_Brosnan\Pierce_Brosnan_0005.jpg
304,Roh_Moo-hyun,.\data\lfw-deepfunneled\Roh_Moo-hyun\Roh_Moo-hyun_0018.jpg
809,Yoriko_Kawaguchi,.\data\lfw-deepfunneled\Yoriko_Kawaguchi\Yoriko_Kawaguchi_0010.jpg
5988,Alvaro_Uribe,.\data\lfw-deepfunneled\Alvaro_Uribe\Alvaro_Uribe_0003.jpg
659,Renee_Zellweger,.\data\lfw-deepfunneled\Renee_Zellweger\Renee_Zellweger_0005.jpg
8532,Muhammad_Ali,.\data\lfw-deepfunneled\Muhammad_Ali\Muhammad_Ali_0004.jpg
7157,Muhammad_Ali,.\data\lfw-deepfunneled\Muhammad_Ali\Muhammad_Ali_0006.jpg
4298,Abdullah_Gul,.\data\lfw-deepfunneled\Abdullah_Gul\Abdullah_Gul_0003.jpg
5572,Mahmoud_Abbas,.\data\lfw-deepfunneled\Mahmoud_Abbas\Mahmoud_Abbas_0026.jpg
1893,Winona_Ryder,.\data\lfw-deepfunneled\Winona_Ryder\Winona_Ryder_0004.jpg
1749,Hillary_Clinton,.\data\lfw-deepfunneled\Hillary_Clinton\Hillary_Clinton_0010.jpg
4381,Laura_Bush,.\data\lfw-deepfunneled\Laura_Bush\Laura_Bush_0011.jpg
4856,Hosni_Mubarak,.\data\lfw-deepfunneled\Hosni_Mubarak\Hosni_Mubarak_0005.jpg
1201,John_Howard,.\data\lfw-deepfunneled\John_Howard\John_Howard_0004.jpg
2388,John_Bolton,.\data\lfw-deepfunneled\John_Bolton\John_Bolton_0017.jpg
7310,Tiger_Woods,.\data\lfw-deepfunneled\Tiger_Woods\Tiger_Woods_0007.jpg
6331,Michael_Schumacher,.\data\lfw-deepfunneled\Michael_Schumacher\Michael_Schumacher_0008.jpg
158,Mike_Weir,.\data\lfw-deepfunneled\Mike_Weir\Mike_Weir_0010.jpg
504,Hu_Jintao,.\data\lfw-deepfunneled\Hu_Jintao\Hu_Jintao_0009.jpg
3335,John_Negroponte,.\data\lfw-deepfunneled\John_Negroponte\John_Negroponte_0001.jpg
3853,Vaclav_Havel,.\data\lfw-deepfunneled\Vaclav_Havel\Vaclav_Havel_0006.jpg
4390,Mahmoud_Abbas,.\data\lfw-deepfunneled\Mahmoud_Abbas\Mahmoud_Abbas_0002.jpg
403,Ricardo_Lagos,.\data\lfw-deepfunneled\Ricardo_Lagos\Ricardo_Lagos_0016.jpg
8224,Jennifer_Lopez,.\data\lfw-deepfunneled\Jennifer_Lopez\Jennifer_Lopez_0005.jpg
4683,Hu_Jintao,.\data\lfw-deepfunneled\Hu_Jintao\Hu_Jintao_0014.jpg
5913,Silvio_Berlusconi,.\data\lfw-deepfunneled\Silvio_Berlusconi\Silvio_Berlusconi_0024.jpg
4464,Jacques_Chirac,.\data\lfw-deepfunneled\Jacques_Chirac\Jacques_Chirac_0049.jpg
7927,Alvaro_Uribe,.\data\lfw-deepfunneled\Alvaro_Uribe\Alvaro_Uribe_0033.jpg
8805,Jennifer_Aniston,.\data\lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0018.jpg
3802,Michael_Jackson,.\data\lfw-deepfunneled\Michael_Jackson\Michael_Jackson_0011.jpg
6215,Mahmoud_Abbas,.\data\lfw-deepfunneled\Mahmoud_Abbas\Mahmoud_Abbas_0019.jpg
3159,Alejandro_Toledo,.\data\lfw-deepfunneled\Alejandro_Toledo\Alejandro_Toledo_0010.jpg
8770,Alejandro_Toledo,.\data\lfw-deepfunneled\Alejandro_Toledo\Alejandro_Toledo_0016.jpg
994,Ariel_Sharon,.\data\lfw-deepfunneled\Ariel_Sharon\Ariel_Sharon_0010.jpg
821,Jean_Chretien,.\data\lfw-deepfunneled\Jean_Chretien\Jean_Chretien_0051.jpg
3823,Vaclav_Havel,.\data\lfw-deepfunneled\Vaclav_Havel\Vaclav_Havel_0004.jpg
4894,Pete_Sampras,.\data\lfw-deepfunneled\Pete_Sampras\Pete_Sampras_0012.jpg
3506,Edmund_Stoiber,.\data\lfw-deepfunneled\Edmund_Stoiber\Edmund_Stoiber_0008.jpg
8369,Mark_Philippoussis,.\data\lfw-deepfunneled\Mark_Philippoussis\Mark_Philippoussis_0011.jpg
3581,John_Ashcroft,.\data\lfw-deepfunneled\John_Ashcroft\John_Ashcroft_0038.jpg
7513,Jack_Straw,.\data\lfw-deepfunneled\Jack_Straw\Jack_Straw_0017.jpg
1020,Mohammad_Khatami,.\data\lfw-deepfunneled\Mohammad_Khatami\Mohammad_Khatami_0006.jpg
2082,Hans_Blix,.\data\lfw-deepfunneled\Hans_Blix\Hans_Blix_0024.jpg
5015,Tommy_Thompson,.\data\lfw-deepfunneled\Tommy_Thompson\Tommy_Thompson_0005.jpg
6819,Jack_Straw,.\data\lfw-deepfunneled\Jack_Straw\Jack_Straw_0012.jpg
8050,Tom_Daschle,.\data\lfw-deepfunneled\Tom_Daschle\Tom_Daschle_0011.jpg
1951,John_Kerry,.\data\lfw-deepfunneled\John_Kerry\John_Kerry_0013.jpg
32,Jennifer_Lopez,.\data\lfw-deepfunneled\Jennifer_Lopez\Jennifer_Lopez_0018.jpg
3936,Pervez_Musharraf,.\data\lfw-deepfunneled\Pervez_Musharraf\Pervez_Musharraf_0015.jpg
8975,David_Beckham,.\data\lfw-deepfunneled\David_Beckham\David_Beckham_0024.jpg
408,John_Allen_Muhammad,.\data\lfw-deepfunneled\John_Allen_Muhammad\John_Allen_Muhammad_0009.jpg
4410,Kim_Ryong-sung,.\data\lfw-deepfunneled\Kim_Ryong-sung\Kim_Ryong-sung_0011.jpg
8936,Atal_Bihari_Vajpayee,.\data\lfw-deepfunneled\Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0015.jpg
3121,Serena_Williams,.\data\lfw-deepfunneled\Serena_Williams\Serena_Williams_0030.jpg
8897,Fidel_Castro,.\data\lfw-deepfunneled\Fidel_Castro\Fidel_Castro_0013.jpg
2174,Mahmoud_Abbas,.\data\lfw-deepfunneled\Mahmoud_Abbas\Mahmoud_Abbas_0010.jpg
6759,Sergio_Vieira_De_Mello,.\data\lfw-deepfunneled\Sergio_Vieira_De_Mello\Sergio_Vieira_De_Mello_0002.jpg
7458,Mahmoud_Abbas,.\data\lfw-deepfunneled\Mahmoud_Abbas\Mahmoud_Abbas_0020.jpg
6107,Tom_Daschle,.\data\lfw-deepfunneled\Tom_Daschle\Tom_Daschle_0022.jpg
4998,Luiz_Inacio_Lula_da_Silva,.\data\lfw-deepfunneled\Luiz_Inacio_Lula_da_Silva\Luiz_Inacio_Lula_da_Silva_0010.jpg
4632,Tom_Hanks,.\data\lfw-deepfunneled\Tom_Hanks\Tom_Hanks_0001.jpg
1757,Paul_Bremer,.\data\lfw-deepfunneled\Paul_Bremer\Paul_Bremer_0017.jpg
8691,Andy_Roddick,.\data\lfw-deepfunneled\Andy_Roddick\Andy_Roddick_0008.jpg
4109,Eduardo_Duhalde,.\data\lfw-deepfunneled\Eduardo_Duhalde\Eduardo_Duhalde_0006.jpg
7817,Kofi_Annan,.\data\lfw-deepfunneled\Kofi_Annan\Kofi_Annan_0016.jpg
3561,John_Negroponte,.\data\lfw-deepfunneled\John_Negroponte\John_Negroponte_0019.jpg
5122,Jiang_Zemin,.\data\lfw-deepfunneled\Jiang_Zemin\Jiang_Zemin_0010.jpg
6621,Ricardo_Lagos,.\data\lfw-deepfunneled\Ricardo_Lagos\Ricardo_Lagos_0009.jpg
5963,Jeremy_Greenstock,.\data\lfw-deepfunneled\Jeremy_Greenstock\Jeremy_Greenstock_0018.jpg
2712,Bill_Simon,.\data\lfw-deepfunneled\Bill_Simon\Bill_Simon_0009.jpg
4273,Gloria_Macapagal_Arroyo,.\data\lfw-deepfunneled\Gloria_Macapagal_Arroyo\Gloria_Macapagal_Arroyo_0017.jpg
7855,Venus_Williams,.\data\lfw-deepfunneled\Venus_Williams\Venus_Williams_0002.jpg
1696,Tiger_Woods,.\data\lfw-deepfunneled\Tiger_Woods\Tiger_Woods_0021.jpg
2146,Luiz_Inacio_Lula_da_Silva,.\data\lfw-deepfunneled\Luiz_Inacio_Lula_da_Silva\Luiz_Inacio_Lula_da_Silva_0023.jpg
6723,David_Beckham,.\data\lfw-deepfunneled\David_Beckham\David_Beckham_0017.jpg
445,Jacques_Chirac,.\data\lfw-deepfunneled\Jacques_Chirac\Jacques_Chirac_0047.jpg
1232,Arnold_Schwarzenegger,.\data\lfw-deepfunneled\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0033.jpg
4674,Angelina_Jolie,.\data\lfw-deepfunneled\Angelina_Jolie\Angelina_Jolie_0002.jpg
4181,Richard_Myers,.\data\lfw-deepfunneled\Richard_Myers\Richard_Myers_0017.jpg
6469,Junichiro_Koizumi,.\data\lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0017.jpg
6922,Pierce_Brosnan,.\data\lfw-deepfunneled\Pierce_Brosnan\Pierce_Brosnan_0011.jpg
8997,Jacques_Chirac,.\data\lfw-deepfunneled\Jacques_Chirac\Jacques_Chirac_0037.jpg
1486,Serena_Williams,.\data\lfw-deepfunneled\Serena_Williams\Serena_Williams_0040.jpg
8971,Andre_Agassi,.\data\lfw-deepfunneled\Andre_Agassi\Andre_Agassi_0005.jpg
7177,John_Bolton,.\data\lfw-deepfunneled\John_Bolton\John_Bolton_0005.jpg
2771,Tom_Daschle,.\data\lfw-deepfunneled\Tom_Daschle\Tom_Daschle_0006.jpg
2370,Tom_Daschle,.\data\lfw-deepfunneled\Tom_Daschle\Tom_Daschle_0001.jpg
2016,Vladimir_Putin,.\data\lfw-deepfunneled\Vladimir_Putin\Vladimir_Putin_0011.jpg
773,Jack_Straw,.\data\lfw-deepfunneled\Jack_Straw\Jack_Straw_0005.jpg
5973,Yoriko_Kawaguchi,.\data\lfw-deepfunneled\Yoriko_Kawaguchi\Yoriko_Kawaguchi_0005.jpg
3673,Andy_Roddick,.\data\lfw-deepfunneled\Andy_Roddick\Andy_Roddick_0010.jpg
151,Jean_Charest,.\data\lfw-deepfunneled\Jean_Charest\Jean_Charest_0001.jpg
4052,Laura_Bush,.\data\lfw-deepfunneled\Laura_Bush\Laura_Bush_0005.jpg
3186,Julie_Gerberding,.\data\lfw-deepfunneled\Julie_Gerberding\Julie_Gerberding_0007.jpg
8896,Jennifer_Aniston,.\data\lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0007.jpg
3408,Pervez_Musharraf,.\data\lfw-deepfunneled\Pervez_Musharraf\Pervez_Musharraf_0009.jpg
8507,Hugh_Grant,.\data\lfw-deepfunneled\Hugh_Grant\Hugh_Grant_0008.jpg
5882,Ari_Fleischer,.\data\lfw-deepfunneled\Ari_Fleischer\Ari_Fleischer_0010.jpg
3927,Recep_Tayyip_Erdogan,.\data\lfw-deepfunneled\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0003.jpg
8798,Jacques_Chirac,.\data\lfw-deepfunneled\Jacques_Chirac\Jacques_Chirac_0044.jpg
6591,Jason_Kidd,.\data\lfw-deepfunneled\Jason_Kidd\Jason_Kidd_0002.jpg
6553,Jennifer_Aniston,.\data\lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0009.jpg
8908,Arnold_Schwarzenegger,.\data\lfw-deepfunneled\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0041.jpg
5390,Paul_Burrell,.\data\lfw-deepfunneled\Paul_Burrell\Paul_Burrell_0011.jpg
8994,Vladimir_Putin,.\data\lfw-deepfunneled\Vladimir_Putin\Vladimir_Putin_0006.jpg
4953,Saddam_Hussein,.\data\lfw-deepfunneled\Saddam_Hussein\Saddam_Hussein_0016.jpg
8961,Charles_Taylor,.\data\lfw-deepfunneled\Charles_Taylor\Charles_Taylor_0001.jpg
736,John_Ashcroft,.\data\lfw-deepfunneled\John_Ashcroft\John_Ashcroft_0049.jpg
8301,Angelina_Jolie,.\data\lfw-deepfunneled\Angelina_Jolie\Angelina_Jolie_0006.jpg
8554,Hamid_Karzai,.\data\lfw-deepfunneled\Hamid_Karzai\Hamid_Karzai_0003.jpg
6900,Charles_Moose,.\data\lfw-deepfunneled\Charles_Moose\Charles_Moose_0012.jpg
8243,Mohammed_Al-Douri,.\data\lfw-deepfunneled\Mohammed_Al-Douri\Mohammed_Al-Douri_0002.jpg
1618,Nestor_Kirchner,.\data\lfw-deepfunneled\Nestor_Kirchner\Nestor_Kirchner_0034.jpg
2268,Silvio_Berlusconi,.\data\lfw-deepfunneled\Silvio_Berlusconi\Silvio_Berlusconi_0016.jpg
2734,John_Ashcroft,.\data\lfw-deepfunneled\John_Ashcroft\John_Ashcroft_0020.jpg
202,Anna_Kournikova,.\data\lfw-deepfunneled\Anna_Kournikova\Anna_Kournikova_0004.jpg
7352,Bill_Gates,.\data\lfw-deepfunneled\Bill_Gates\Bill_Gates_0014.jpg
6019,Queen_Elizabeth_II,.\data\lfw-deepfunneled\Queen_Elizabeth_II\Queen_Elizabeth_II_0011.jpg
4523,Gordon_Brown,.\data\lfw-deepfunneled\Gordon_Brown\Gordon_Brown_0006.jpg
2635,Eduardo_Duhalde,.\data\lfw-deepfunneled\Eduardo_Duhalde\Eduardo_Duhalde_0001.jpg
7161,Jacques_Chirac,.\data\lfw-deepfunneled\Jacques_Chirac\Jacques_Chirac_0051.jpg
201,Junichiro_Koizumi,.\data\lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0022.jpg
7140,Silvio_Berlusconi,.\data\lfw-deepfunneled\Silvio_Berlusconi\Silvio_Berlusconi_0029.jpg
3145,Junichiro_Koizumi,.\data\lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0027.jpg
1564,Halle_Berry,.\data\lfw-deepfunneled\Halle_Berry\Halle_Berry_0011.jpg
1112,Alejandro_Toledo,.\data\lfw-deepfunneled\Alejandro_Toledo\Alejandro_Toledo_0038.jpg
3516,Andy_Roddick,.\data\lfw-deepfunneled\Andy_Roddick\Andy_Roddick_0013.jpg
8888,Alejandro_Toledo,.\data\lfw-deepfunneled\Alejandro_Toledo\Alejandro_Toledo_0029.jpg
8608,Carlos_Moya,.\data\lfw-deepfunneled\Carlos_Moya\Carlos_Moya_0015.jpg
426,Anna_Kournikova,.\data\lfw-deepfunneled\Anna_Kournikova\Anna_Kournikova_0002.jpg
2570,Junichiro_Koizumi,.\data\lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0045.jpg
8113,Vicente_Fox,.\data\lfw-deepfunneled\Vicente_Fox\Vicente_Fox_0012.jpg
8656,David_Beckham,.\data\lfw-deepfunneled\David_Beckham\David_Beckham_0008.jpg
406,Kate_Hudson,.\data\lfw-deepfunneled\Kate_Hudson\Kate_Hudson_0004.jpg
7795,Junichiro_Koizumi,.\data\lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0009.jpg
9093,Laura_Bush,.\data\lfw-deepfunneled\Laura_Bush\Laura_Bush_0041.jpg
4166,Heizo_Takenaka,.\data\lfw-deepfunneled\Heizo_Takenaka\Heizo_Takenaka_0004.jpg
8868,Salma_Hayek,.\data\lfw-deepfunneled\Salma_Hayek\Salma_Hayek_0010.jpg
3054,Junichiro_Koizumi,.\data\lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0012.jpg
7339,Kim_Clijsters,.\data\lfw-deepfunneled\Kim_Clijsters\Kim_Clijsters_0009.jpg
8490,Igor_Ivanov,.\data\lfw-deepfunneled\Igor_Ivanov\Igor_Ivanov_0020.jpg
3732,Jean_Chretien,.\data\lfw-deepfunneled\Jean_Chretien\Jean_Chretien_0020.jpg
3842,John_Howard,.\data\lfw-deepfunneled\John_Howard\John_Howard_0009.jpg
3247,Ariel_Sharon,.\data\lfw-deepfunneled\Ariel_Sharon\Ariel_Sharon_0069.jpg
3013,Jacques_Rogge,.\data\lfw-deepfunneled\Jacques_Rogge\Jacques_Rogge_0002.jpg
605,Laura_Bush,.\data\lfw-deepfunneled\Laura_Bush\Laura_Bush_0003.jpg
35,Lance_Armstrong,.\data\lfw-deepfunneled\Lance_Armstrong\Lance_Armstrong_0003.jpg
1831,Nestor_Kirchner,.\data\lfw-deepfunneled\Nestor_Kirchner\Nestor_Kirchner_0024.jpg
7057,Jose_Maria_Aznar,.\data\lfw-deepfunneled\Jose_Maria_Aznar\Jose_Maria_Aznar_0009.jpg
1281,Paul_ONeill,.\data\lfw-deepfunneled\Paul_ONeill\Paul_ONeill_0004.jpg
8087,Jacques_Chirac,.\data\lfw-deepfunneled\Jacques_Chirac\Jacques_Chirac_0040.jpg
975,Li_Peng,.\data\lfw-deepfunneled\Li_Peng\Li_Peng_0003.jpg
5900,Anna_Kournikova,.\data\lfw-deepfunneled\Anna_Kournikova\Anna_Kournikova_0005.jpg
9150,Lleyton_Hewitt,.\data\lfw-deepfunneled\Lleyton_Hewitt\Lleyton_Hewitt_0029.jpg
8083,Guillermo_Coria,.\data\lfw-deepfunneled\Guillermo_Coria\Guillermo_Coria_0026.jpg
6930,Vicente_Fox,.\data\lfw-deepfunneled\Vicente_Fox\Vicente_Fox_0031.jpg
4303,Naomi_Watts,.\data\lfw-deepfunneled\Naomi_Watts\Naomi_Watts_0009.jpg
8077,Lindsay_Davenport,.\data\lfw-deepfunneled\Lindsay_Davenport\Lindsay_Davenport_0022.jpg
3586,Zhu_Rongji,.\data\lfw-deepfunneled\Zhu_Rongji\Zhu_Rongji_0002.jpg
5,John_Allen_Muhammad,.\data\lfw-deepfunneled\John_Allen_Muhammad\John_Allen_Muhammad_0010.jpg
2594,Winona_Ryder,.\data\lfw-deepfunneled\Winona_Ryder\Winona_Ryder_0005.jpg
4136,Rudolph_Giuliani,.\data\lfw-deepfunneled\Rudolph_Giuliani\Rudolph_Giuliani_0016.jpg
2830,Alvaro_Uribe,.\data\lfw-deepfunneled\Alvaro_Uribe\Alvaro_Uribe_0028.jpg
6202,Bill_Graham,.\data\lfw-deepfunneled\Bill_Graham\Bill_Graham_0003.jpg
7834,Luiz_Inacio_Lula_da_Silva,.\data\lfw-deepfunneled\Luiz_Inacio_Lula_da_Silva\Luiz_Inacio_Lula_da_Silva_0013.jpg
8878,Saddam_Hussein,.\data\lfw-deepfunneled\Saddam_Hussein\Saddam_Hussein_0001.jpg
5401,Carlos_Menem,.\data\lfw-deepfunneled\Carlos_Menem\Carlos_Menem_0015.jpg
4243,Vaclav_Havel,.\data\lfw-deepfunneled\Vaclav_Havel\Vaclav_Havel_0003.jpg
4627,Jean_Chretien,.\data\lfw-deepfunneled\Jean_Chretien\Jean_Chretien_0035.jpg
3196,Carlos_Menem,.\data\lfw-deepfunneled\Carlos_Menem\Carlos_Menem_0007.jpg
8706,Joan_Laporta,.\data\lfw-deepfunneled\Joan_Laporta\Joan_Laporta_0008.jpg
1321,John_Ashcroft,.\data\lfw-deepfunneled\John_Ashcroft\John_Ashcroft_0051.jpg
6730,Leonardo_DiCaprio,.\data\lfw-deepfunneled\Leonardo_DiCaprio\Leonardo_DiCaprio_0005.jpg
7690,George_Robertson,.\data\lfw-deepfunneled\George_Robertson\George_Robertson_0005.jpg
2009,Richard_Myers,.\data\lfw-deepfunneled\Richard_Myers\Richard_Myers_0016.jpg
4619,Nicole_Kidman,.\data\lfw-deepfunneled\Nicole_Kidman\Nicole_Kidman_0011.jpg
4878,Tom_Daschle,.\data\lfw-deepfunneled\Tom_Daschle\Tom_Daschle_0024.jpg
810,Keanu_Reeves,.\data\lfw-deepfunneled\Keanu_Reeves\Keanu_Reeves_0003.jpg
7737,Carlos_Moya,.\data\lfw-deepfunneled\Carlos_Moya\Carlos_Moya_0004.jpg
3744,Serena_Williams,.\data\lfw-deepfunneled\Serena_Williams\Serena_Williams_0032.jpg
7666,Renee_Zellweger,.\data\lfw-deepfunneled\Renee_Zellweger\Renee_Zellweger_0008.jpg
25,Tang_Jiaxuan,.\data\lfw-deepfunneled\Tang_Jiaxuan\Tang_Jiaxuan_0009.jpg
5272,Mohammed_Al-Douri,.\data\lfw-deepfunneled\Mohammed_Al-Douri\Mohammed_Al-Douri_0006.jpg
53,Naomi_Watts,.\data\lfw-deepfunneled\Naomi_Watts\Naomi_Watts_0005.jpg
