,actor_name,path
4853,John_Rigas,.\data\lfw-deepfunneled\John_Rigas\John_Rigas_0002.jpg
7750,Russell_Simmons,.\data\lfw-deepfunneled\Russell_Simmons\Russell_Simmons_0001.jpg
1329,Chick_Hearn,.\data\lfw-deepfunneled\Chick_Hearn\Chick_Hearn_0002.jpg
932,Bill_Paxton,.\data\lfw-deepfunneled\Bill_Paxton\Bill_Paxton_0004.jpg
138,Alejandro_Avila,.\data\lfw-deepfunneled\Alejandro_Avila\Alejandro_Avila_0001.jpg
2371,Federico_Trillo,.\data\lfw-deepfunneled\Federico_Trillo\Federico_Trillo_0003.jpg
8248,Tang_Jiaxuan,.\data\lfw-deepfunneled\Tang_Jiaxuan\Tang_Jiaxuan_0009.jpg
6991,Paul_Wellstone,.\data\lfw-deepfunneled\Paul_Wellstone\Paul_Wellstone_0001.jpg
8965,Wayne_Gretzky,.\data\lfw-deepfunneled\Wayne_Gretzky\Wayne_Gretzky_0002.jpg
2903,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0297.jpg
7592,Rod_Stewart,.\data\lfw-deepfunneled\Rod_Stewart\Rod_Stewart_0001.jpg
8679,Tony_Blair,.\data\lfw-deepfunneled\Tony_Blair\Tony_Blair_0140.jpg
1545,Colin_Powell,.\data\lfw-deepfunneled\Colin_Powell\Colin_Powell_0088.jpg
4419,Jennifer_Lopez,.\data\lfw-deepfunneled\Jennifer_Lopez\Jennifer_Lopez_0018.jpg
4804,John_McEnroe,.\data\lfw-deepfunneled\John_McEnroe\John_McEnroe_0002.jpg
1315,Charlton_Heston,.\data\lfw-deepfunneled\Charlton_Heston\Charlton_Heston_0005.jpg
5462,Lance_Armstrong,.\data\lfw-deepfunneled\Lance_Armstrong\Lance_Armstrong_0003.jpg
5552,Laura_Bush,.\data\lfw-deepfunneled\Laura_Bush\Laura_Bush_0039.jpg
1986,Dominique_de_Villepin,.\data\lfw-deepfunneled\Dominique_de_Villepin\Dominique_de_Villepin_0011.jpg
4863,John_Snow,.\data\lfw-deepfunneled\John_Snow\John_Snow_0003.jpg
3519,Halle_Berry,.\data\lfw-deepfunneled\Halle_Berry\Halle_Berry_0010.jpg
1690,Colin_Powell,.\data\lfw-deepfunneled\Colin_Powell\Colin_Powell_0233.jpg
6407,Mike_Montgomery,.\data\lfw-deepfunneled\Mike_Montgomery\Mike_Montgomery_0002.jpg
1904,Dennis_Hastert,.\data\lfw-deepfunneled\Dennis_Hastert\Dennis_Hastert_0006.jpg
4295,Jeb_Bush,.\data\lfw-deepfunneled\Jeb_Bush\Jeb_Bush_0010.jpg
4089,James_McGreevey,.\data\lfw-deepfunneled\James_McGreevey\James_McGreevey_0002.jpg
7479,Rita_Wilson,.\data\lfw-deepfunneled\Rita_Wilson\Rita_Wilson_0004.jpg
2902,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0296.jpg
501,Ann_Veneman,.\data\lfw-deepfunneled\Ann_Veneman\Ann_Veneman_0004.jpg
4491,Jessica_Alba,.\data\lfw-deepfunneled\Jessica_Alba\Jessica_Alba_0001.jpg
6366,Michelle_Yeoh,.\data\lfw-deepfunneled\Michelle_Yeoh\Michelle_Yeoh_0004.jpg
5569,Lawrence_MacAulay,.\data\lfw-deepfunneled\Lawrence_MacAulay\Lawrence_MacAulay_0001.jpg
7660,Romano_Prodi,.\data\lfw-deepfunneled\Romano_Prodi\Romano_Prodi_0007.jpg
4773,John_Kerry,.\data\lfw-deepfunneled\John_Kerry\John_Kerry_0012.jpg
6605,Naomi_Watts,.\data\lfw-deepfunneled\Naomi_Watts\Naomi_Watts_0005.jpg
2543,George_HW_Bush,.\data\lfw-deepfunneled\George_HW_Bush\George_HW_Bush_0001.jpg
4876,John_Snow,.\data\lfw-deepfunneled\John_Snow\John_Snow_0016.jpg
2487,Gabriel_Batistuta,.\data\lfw-deepfunneled\Gabriel_Batistuta\Gabriel_Batistuta_0002.jpg
3073,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0467.jpg
7173,Queen_Beatrix,.\data\lfw-deepfunneled\Queen_Beatrix\Queen_Beatrix_0002.jpg
92,Aitor_Gonzalez,.\data\lfw-deepfunneled\Aitor_Gonzalez\Aitor_Gonzalez_0002.jpg
4594,Joe_Dumars,.\data\lfw-deepfunneled\Joe_Dumars\Joe_Dumars_0002.jpg
7552,Robert_Redford,.\data\lfw-deepfunneled\Robert_Redford\Robert_Redford_0005.jpg
7839,Saparmurat_Niyazov,.\data\lfw-deepfunneled\Saparmurat_Niyazov\Saparmurat_Niyazov_0001.jpg
8222,Taha_Yassin_Ramadan,.\data\lfw-deepfunneled\Taha_Yassin_Ramadan\Taha_Yassin_Ramadan_0004.jpg
171,Alejandro_Toledo,.\data\lfw-deepfunneled\Alejandro_Toledo\Alejandro_Toledo_0031.jpg
1839,David_Leahy,.\data\lfw-deepfunneled\David_Leahy\David_Leahy_0002.jpg
4374,Jennifer_Capriati,.\data\lfw-deepfunneled\Jennifer_Capriati\Jennifer_Capriati_0035.jpg
4065,James_Gandolfini,.\data\lfw-deepfunneled\James_Gandolfini\James_Gandolfini_0002.jpg
2743,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0137.jpg
1726,Courtney_Love,.\data\lfw-deepfunneled\Courtney_Love\Courtney_Love_0001.jpg
6970,Paul_ONeill,.\data\lfw-deepfunneled\Paul_ONeill\Paul_ONeill_0003.jpg
8115,Spencer_Abraham,.\data\lfw-deepfunneled\Spencer_Abraham\Spencer_Abraham_0013.jpg
5641,Lili_Taylor,.\data\lfw-deepfunneled\Lili_Taylor\Lili_Taylor_0002.jpg
5107,Julianne_Moore,.\data\lfw-deepfunneled\Julianne_Moore\Julianne_Moore_0011.jpg
6369,Michel_Duclos,.\data\lfw-deepfunneled\Michel_Duclos\Michel_Duclos_0002.jpg
2164,Edmund_Stoiber,.\data\lfw-deepfunneled\Edmund_Stoiber\Edmund_Stoiber_0002.jpg
2069,Donald_Rumsfeld,.\data\lfw-deepfunneled\Donald_Rumsfeld\Donald_Rumsfeld_0070.jpg
6268,Michael_Chang,.\data\lfw-deepfunneled\Michael_Chang\Michael_Chang_0004.jpg
3627,Hashim_Thaci,.\data\lfw-deepfunneled\Hashim_Thaci\Hashim_Thaci_0001.jpg
5588,Lee_Jun,.\data\lfw-deepfunneled\Lee_Jun\Lee_Jun_0001.jpg
5918,Mahmoud_Abbas,.\data\lfw-deepfunneled\Mahmoud_Abbas\Mahmoud_Abbas_0011.jpg
3101,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0495.jpg
5542,Laura_Bush,.\data\lfw-deepfunneled\Laura_Bush\Laura_Bush_0029.jpg
4887,John_Swofford,.\data\lfw-deepfunneled\John_Swofford\John_Swofford_0001.jpg
2618,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0012.jpg
2944,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0338.jpg
5264,Kathleen_Kennedy_Townsend,.\data\lfw-deepfunneled\Kathleen_Kennedy_Townsend\Kathleen_Kennedy_Townsend_0004.jpg
5842,Luiz_Inacio_Lula_da_Silva,.\data\lfw-deepfunneled\Luiz_Inacio_Lula_da_Silva\Luiz_Inacio_Lula_da_Silva_0026.jpg
3864,Ian_Thorpe,.\data\lfw-deepfunneled\Ian_Thorpe\Ian_Thorpe_0004.jpg
6871,Patricia_Clarkson,.\data\lfw-deepfunneled\Patricia_Clarkson\Patricia_Clarkson_0003.jpg
5286,Keith_Bogans,.\data\lfw-deepfunneled\Keith_Bogans\Keith_Bogans_0001.jpg
3196,Gerhard_Schroeder,.\data\lfw-deepfunneled\Gerhard_Schroeder\Gerhard_Schroeder_0050.jpg
867,Bill_Clinton,.\data\lfw-deepfunneled\Bill_Clinton\Bill_Clinton_0017.jpg
1089,Calista_Flockhart,.\data\lfw-deepfunneled\Calista_Flockhart\Calista_Flockhart_0002.jpg
3701,Hillary_Clinton,.\data\lfw-deepfunneled\Hillary_Clinton\Hillary_Clinton_0011.jpg
5960,Marco_Antonio_Barrera,.\data\lfw-deepfunneled\Marco_Antonio_Barrera\Marco_Antonio_Barrera_0001.jpg
6230,Mesut_Yilmaz,.\data\lfw-deepfunneled\Mesut_Yilmaz\Mesut_Yilmaz_0001.jpg
1486,Colin_Powell,.\data\lfw-deepfunneled\Colin_Powell\Colin_Powell_0029.jpg
1203,Carol_Burnett,.\data\lfw-deepfunneled\Carol_Burnett\Carol_Burnett_0002.jpg
1041,Brian_Wells,.\data\lfw-deepfunneled\Brian_Wells\Brian_Wells_0002.jpg
8148,Steven_Spielberg,.\data\lfw-deepfunneled\Steven_Spielberg\Steven_Spielberg_0001.jpg
4377,Jennifer_Capriati,.\data\lfw-deepfunneled\Jennifer_Capriati\Jennifer_Capriati_0038.jpg
5597,Lennox_Lewis,.\data\lfw-deepfunneled\Lennox_Lewis\Lennox_Lewis_0001.jpg
1464,Colin_Powell,.\data\lfw-deepfunneled\Colin_Powell\Colin_Powell_0007.jpg
4320,Jennifer_Aniston,.\data\lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0002.jpg
6471,Miyako_Miyazaki,.\data\lfw-deepfunneled\Miyako_Miyazaki\Miyako_Miyazaki_0002.jpg
914,Bill_Graham,.\data\lfw-deepfunneled\Bill_Graham\Bill_Graham_0009.jpg
6872,Patricia_Clarkson,.\data\lfw-deepfunneled\Patricia_Clarkson\Patricia_Clarkson_0004.jpg
2707,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0101.jpg
5531,Laura_Bush,.\data\lfw-deepfunneled\Laura_Bush\Laura_Bush_0018.jpg
1021,Brad_Garrett,.\data\lfw-deepfunneled\Brad_Garrett\Brad_Garrett_0004.jpg
1108,Candie_Kung,.\data\lfw-deepfunneled\Candie_Kung\Candie_Kung_0004.jpg
935,Bill_Simon,.\data\lfw-deepfunneled\Bill_Simon\Bill_Simon_0003.jpg
5964,Marco_Antonio_Barrera,.\data\lfw-deepfunneled\Marco_Antonio_Barrera\Marco_Antonio_Barrera_0005.jpg
7704,Rubens_Barrichello,.\data\lfw-deepfunneled\Rubens_Barrichello\Rubens_Barrichello_0004.jpg
3157,Gerhard_Schroeder,.\data\lfw-deepfunneled\Gerhard_Schroeder\Gerhard_Schroeder_0011.jpg
6509,Mohammed_Baqir_al-Hakim,.\data\lfw-deepfunneled\Mohammed_Baqir_al-Hakim\Mohammed_Baqir_al-Hakim_0003.jpg
814,Bernard_Law,.\data\lfw-deepfunneled\Bernard_Law\Bernard_Law_0005.jpg
6206,Melanie_Griffith,.\data\lfw-deepfunneled\Melanie_Griffith\Melanie_Griffith_0001.jpg
752,Aung_San_Suu_Kyi,.\data\lfw-deepfunneled\Aung_San_Suu_Kyi\Aung_San_Suu_Kyi_0002.jpg
1780,David_Anderson,.\data\lfw-deepfunneled\David_Anderson\David_Anderson_0003.jpg
7307,Renee_Zellweger,.\data\lfw-deepfunneled\Renee_Zellweger\Renee_Zellweger_0009.jpg
1195,Carolina_Moraes,.\data\lfw-deepfunneled\Carolina_Moraes\Carolina_Moraes_0002.jpg
288,Al_Pacino,.\data\lfw-deepfunneled\Al_Pacino\Al_Pacino_0001.jpg
4992,Jose_Manuel_Durao_Barroso,.\data\lfw-deepfunneled\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0002.jpg
8075,Silvio_Berlusconi,.\data\lfw-deepfunneled\Silvio_Berlusconi\Silvio_Berlusconi_0030.jpg
6166,Max_Mayfield,.\data\lfw-deepfunneled\Max_Mayfield\Max_Mayfield_0001.jpg
6094,Martin_Hoellwarth,.\data\lfw-deepfunneled\Martin_Hoellwarth\Martin_Hoellwarth_0001.jpg
8218,S_Jayakumar,.\data\lfw-deepfunneled\S_Jayakumar\S_Jayakumar_0002.jpg
1074,Bud_Selig,.\data\lfw-deepfunneled\Bud_Selig\Bud_Selig_0001.jpg
5883,Madonna,.\data\lfw-deepfunneled\Madonna\Madonna_0002.jpg
5587,Lee_Hoi-chang,.\data\lfw-deepfunneled\Lee_Hoi-chang\Lee_Hoi-chang_0004.jpg
3806,Hugo_Chavez,.\data\lfw-deepfunneled\Hugo_Chavez\Hugo_Chavez_0043.jpg
2417,Fidel_Castro,.\data\lfw-deepfunneled\Fidel_Castro\Fidel_Castro_0017.jpg
1471,Colin_Powell,.\data\lfw-deepfunneled\Colin_Powell\Colin_Powell_0014.jpg
1190,Carmen_Electra,.\data\lfw-deepfunneled\Carmen_Electra\Carmen_Electra_0006.jpg
7829,Sam_Bith,.\data\lfw-deepfunneled\Sam_Bith\Sam_Bith_0003.jpg
686,Arnold_Schwarzenegger,.\data\lfw-deepfunneled\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0035.jpg
3969,Jacques_Chirac,.\data\lfw-deepfunneled\Jacques_Chirac\Jacques_Chirac_0002.jpg
6380,Miguel_Contreras,.\data\lfw-deepfunneled\Miguel_Contreras\Miguel_Contreras_0002.jpg
1658,Colin_Powell,.\data\lfw-deepfunneled\Colin_Powell\Colin_Powell_0201.jpg
4994,Jose_Manuel_Durao_Barroso,.\data\lfw-deepfunneled\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0004.jpg
6999,Paul_Wolfowitz,.\data\lfw-deepfunneled\Paul_Wolfowitz\Paul_Wolfowitz_0004.jpg
7805,Salman_Rushdie,.\data\lfw-deepfunneled\Salman_Rushdie\Salman_Rushdie_0003.jpg
5544,Laura_Bush,.\data\lfw-deepfunneled\Laura_Bush\Laura_Bush_0031.jpg
253,Alvaro_Uribe,.\data\lfw-deepfunneled\Alvaro_Uribe\Alvaro_Uribe_0011.jpg
6940,Paul_Byrd,.\data\lfw-deepfunneled\Paul_Byrd\Paul_Byrd_0001.jpg
3051,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0445.jpg
3441,Guillaume_Soro,.\data\lfw-deepfunneled\Guillaume_Soro\Guillaume_Soro_0001.jpg
1965,Dick_Latessa,.\data\lfw-deepfunneled\Dick_Latessa\Dick_Latessa_0002.jpg
7532,Robert_Fico,.\data\lfw-deepfunneled\Robert_Fico\Robert_Fico_0001.jpg
4214,Jean_Charest,.\data\lfw-deepfunneled\Jean_Charest\Jean_Charest_0001.jpg
6835,Oxana_Fedorova,.\data\lfw-deepfunneled\Oxana_Fedorova\Oxana_Fedorova_0004.jpg
7260,Rebekah_Chantay_Revels,.\data\lfw-deepfunneled\Rebekah_Chantay_Revels\Rebekah_Chantay_Revels_0002.jpg
8064,Silvio_Berlusconi,.\data\lfw-deepfunneled\Silvio_Berlusconi\Silvio_Berlusconi_0019.jpg
779,Benazir_Bhutto,.\data\lfw-deepfunneled\Benazir_Bhutto\Benazir_Bhutto_0002.jpg
9132,Yu_Shyi-kun,.\data\lfw-deepfunneled\Yu_Shyi-kun\Yu_Shyi-kun_0003.jpg
6980,Paul_Pierce,.\data\lfw-deepfunneled\Paul_Pierce\Paul_Pierce_0002.jpg
6432,Mike_Weir,.\data\lfw-deepfunneled\Mike_Weir\Mike_Weir_0010.jpg
4220,Jean_Charest,.\data\lfw-deepfunneled\Jean_Charest\Jean_Charest_0007.jpg
7982,Sergio_Vieira_De_Mello,.\data\lfw-deepfunneled\Sergio_Vieira_De_Mello\Sergio_Vieira_De_Mello_0010.jpg
7912,Serena_Williams,.\data\lfw-deepfunneled\Serena_Williams\Serena_Williams_0010.jpg
4083,James_Kopp,.\data\lfw-deepfunneled\James_Kopp\James_Kopp_0002.jpg
4210,Jean_Brumley,.\data\lfw-deepfunneled\Jean_Brumley\Jean_Brumley_0001.jpg
7376,Richard_Gephardt,.\data\lfw-deepfunneled\Richard_Gephardt\Richard_Gephardt_0007.jpg
7491,Roberto_Carlos,.\data\lfw-deepfunneled\Roberto_Carlos\Roberto_Carlos_0003.jpg
5257,Katherine_Harris,.\data\lfw-deepfunneled\Katherine_Harris\Katherine_Harris_0003.jpg
3529,Hal_Gehman,.\data\lfw-deepfunneled\Hal_Gehman\Hal_Gehman_0004.jpg
147,Alejandro_Toledo,.\data\lfw-deepfunneled\Alejandro_Toledo\Alejandro_Toledo_0007.jpg
3178,Gerhard_Schroeder,.\data\lfw-deepfunneled\Gerhard_Schroeder\Gerhard_Schroeder_0032.jpg
2414,Fidel_Castro,.\data\lfw-deepfunneled\Fidel_Castro\Fidel_Castro_0014.jpg
2938,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0332.jpg
5525,Laura_Bush,.\data\lfw-deepfunneled\Laura_Bush\Laura_Bush_0012.jpg
8,Abdel_Nasser_Assidi,.\data\lfw-deepfunneled\Abdel_Nasser_Assidi\Abdel_Nasser_Assidi_0001.jpg
1647,Colin_Powell,.\data\lfw-deepfunneled\Colin_Powell\Colin_Powell_0190.jpg
4613,Joe_Nichols,.\data\lfw-deepfunneled\Joe_Nichols\Joe_Nichols_0002.jpg
1244,Celine_Dion,.\data\lfw-deepfunneled\Celine_Dion\Celine_Dion_0003.jpg
4222,Jean_Charest,.\data\lfw-deepfunneled\Jean_Charest\Jean_Charest_0009.jpg
2803,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0197.jpg
3568,Hans_Blix,.\data\lfw-deepfunneled\Hans_Blix\Hans_Blix_0008.jpg
4736,John_Edwards,.\data\lfw-deepfunneled\John_Edwards\John_Edwards_0008.jpg
8852,Vincent_Brooks,.\data\lfw-deepfunneled\Vincent_Brooks\Vincent_Brooks_0002.jpg
4332,Jennifer_Aniston,.\data\lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0014.jpg
7471,Rita_Grande,.\data\lfw-deepfunneled\Rita_Grande\Rita_Grande_0001.jpg
4569,JK_Rowling,.\data\lfw-deepfunneled\JK_Rowling\JK_Rowling_0003.jpg
4258,Jean_Chretien,.\data\lfw-deepfunneled\Jean_Chretien\Jean_Chretien_0028.jpg
8334,Tiger_Woods,.\data\lfw-deepfunneled\Tiger_Woods\Tiger_Woods_0015.jpg
8010,Sheila_Copps,.\data\lfw-deepfunneled\Sheila_Copps\Sheila_Copps_0004.jpg
3759,Hugh_Grant,.\data\lfw-deepfunneled\Hugh_Grant\Hugh_Grant_0005.jpg
9017,Will_Smith,.\data\lfw-deepfunneled\Will_Smith\Will_Smith_0001.jpg
885,Bill_Frist,.\data\lfw-deepfunneled\Bill_Frist\Bill_Frist_0006.jpg
2627,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0021.jpg
5472,Lance_Armstrong,.\data\lfw-deepfunneled\Lance_Armstrong\Lance_Armstrong_0013.jpg
1109,Carla_Del_Ponte,.\data\lfw-deepfunneled\Carla_Del_Ponte\Carla_Del_Ponte_0001.jpg
8457,Tom_Daschle,.\data\lfw-deepfunneled\Tom_Daschle\Tom_Daschle_0008.jpg
249,Alvaro_Uribe,.\data\lfw-deepfunneled\Alvaro_Uribe\Alvaro_Uribe_0007.jpg
1891,Demi_Moore,.\data\lfw-deepfunneled\Demi_Moore\Demi_Moore_0001.jpg
6546,Muhammad_Saeed_al-Sahhaf,.\data\lfw-deepfunneled\Muhammad_Saeed_al-Sahhaf\Muhammad_Saeed_al-Sahhaf_0003.jpg
8660,Tony_Blair,.\data\lfw-deepfunneled\Tony_Blair\Tony_Blair_0121.jpg
9004,William_Ford_Jr,.\data\lfw-deepfunneled\William_Ford_Jr\William_Ford_Jr_0006.jpg
5882,Madonna,.\data\lfw-deepfunneled\Madonna\Madonna_0001.jpg
5159,Junichiro_Koizumi,.\data\lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0022.jpg
474,Anna_Kournikova,.\data\lfw-deepfunneled\Anna_Kournikova\Anna_Kournikova_0004.jpg
3968,Jacques_Chirac,.\data\lfw-deepfunneled\Jacques_Chirac\Jacques_Chirac_0001.jpg
6702,Nia_Vardalos,.\data\lfw-deepfunneled\Nia_Vardalos\Nia_Vardalos_0004.jpg
3869,Ian_Thorpe,.\data\lfw-deepfunneled\Ian_Thorpe\Ian_Thorpe_0009.jpg
4474,Jesse_Harris,.\data\lfw-deepfunneled\Jesse_Harris\Jesse_Harris_0001.jpg
9000,William_Ford_Jr,.\data\lfw-deepfunneled\William_Ford_Jr\William_Ford_Jr_0002.jpg
8373,Tim_Henman,.\data\lfw-deepfunneled\Tim_Henman\Tim_Henman_0014.jpg
1889,Demetrius_Ferraciu,.\data\lfw-deepfunneled\Demetrius_Ferraciu\Demetrius_Ferraciu_0001.jpg
8579,Tony_Blair,.\data\lfw-deepfunneled\Tony_Blair\Tony_Blair_0040.jpg
7034,Pervez_Musharraf,.\data\lfw-deepfunneled\Pervez_Musharraf\Pervez_Musharraf_0008.jpg
1318,Chen_Liang_Yu,.\data\lfw-deepfunneled\Chen_Liang_Yu\Chen_Liang_Yu_0002.jpg
6050,Mark_Philippoussis,.\data\lfw-deepfunneled\Mark_Philippoussis\Mark_Philippoussis_0010.jpg
1626,Colin_Powell,.\data\lfw-deepfunneled\Colin_Powell\Colin_Powell_0169.jpg
4316,Jelena_Dokic,.\data\lfw-deepfunneled\Jelena_Dokic\Jelena_Dokic_0006.jpg
8716,Trent_Lott,.\data\lfw-deepfunneled\Trent_Lott\Trent_Lott_0010.jpg
8367,Tim_Henman,.\data\lfw-deepfunneled\Tim_Henman\Tim_Henman_0008.jpg
4753,John_Howard,.\data\lfw-deepfunneled\John_Howard\John_Howard_0013.jpg
5877,Mack_Brown,.\data\lfw-deepfunneled\Mack_Brown\Mack_Brown_0001.jpg
8143,Stephen_Friedman,.\data\lfw-deepfunneled\Stephen_Friedman\Stephen_Friedman_0002.jpg
1610,Colin_Powell,.\data\lfw-deepfunneled\Colin_Powell\Colin_Powell_0153.jpg
2522,Geoff_Hoon,.\data\lfw-deepfunneled\Geoff_Hoon\Geoff_Hoon_0004.jpg
6505,Mohammed_Al-Douri,.\data\lfw-deepfunneled\Mohammed_Al-Douri\Mohammed_Al-Douri_0014.jpg
8830,Vicente_Fox,.\data\lfw-deepfunneled\Vicente_Fox\Vicente_Fox_0024.jpg
5092,Judy_Genshaft,.\data\lfw-deepfunneled\Judy_Genshaft\Judy_Genshaft_0002.jpg
4871,John_Snow,.\data\lfw-deepfunneled\John_Snow\John_Snow_0011.jpg
741,Atal_Bihari_Vajpayee,.\data\lfw-deepfunneled\Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0023.jpg
9080,Yasar_Yakis,.\data\lfw-deepfunneled\Yasar_Yakis\Yasar_Yakis_0002.jpg
4439,Jeremy_Greenstock,.\data\lfw-deepfunneled\Jeremy_Greenstock\Jeremy_Greenstock_0002.jpg
1421,Clare_Short,.\data\lfw-deepfunneled\Clare_Short\Clare_Short_0004.jpg
8254,Tariq_Aziz,.\data\lfw-deepfunneled\Tariq_Aziz\Tariq_Aziz_0004.jpg
9110,Yoriko_Kawaguchi,.\data\lfw-deepfunneled\Yoriko_Kawaguchi\Yoriko_Kawaguchi_0003.jpg
8165,Steve_Lavin,.\data\lfw-deepfunneled\Steve_Lavin\Steve_Lavin_0006.jpg
5208,Justin_Gatlin,.\data\lfw-deepfunneled\Justin_Gatlin\Justin_Gatlin_0001.jpg
774,Bashar_Assad,.\data\lfw-deepfunneled\Bashar_Assad\Bashar_Assad_0003.jpg
2740,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0134.jpg
8962,Wayne_Ferreira,.\data\lfw-deepfunneled\Wayne_Ferreira\Wayne_Ferreira_0004.jpg
7771,Saddam_Hussein,.\data\lfw-deepfunneled\Saddam_Hussein\Saddam_Hussein_0007.jpg
7559,Robert_Torricelli,.\data\lfw-deepfunneled\Robert_Torricelli\Robert_Torricelli_0002.jpg
2474,Fred_Eckhard,.\data\lfw-deepfunneled\Fred_Eckhard\Fred_Eckhard_0003.jpg
6573,Nancy_Demme,.\data\lfw-deepfunneled\Nancy_Demme\Nancy_Demme_0002.jpg
8389,Todd_Haynes,.\data\lfw-deepfunneled\Todd_Haynes\Todd_Haynes_0004.jpg
2301,Enrique_Bolanos,.\data\lfw-deepfunneled\Enrique_Bolanos\Enrique_Bolanos_0001.jpg
1505,Colin_Powell,.\data\lfw-deepfunneled\Colin_Powell\Colin_Powell_0048.jpg
6096,Martin_McCauley,.\data\lfw-deepfunneled\Martin_McCauley\Martin_McCauley_0001.jpg
3658,Heinz_Feldmann,.\data\lfw-deepfunneled\Heinz_Feldmann\Heinz_Feldmann_0001.jpg
1842,David_Nalbandian,.\data\lfw-deepfunneled\David_Nalbandian\David_Nalbandian_0001.jpg
5180,Junichiro_Koizumi,.\data\lfw-deepfunneled\Junichiro_Koizumi\Junichiro_Koizumi_0043.jpg
7145,Prince_Charles,.\data\lfw-deepfunneled\Prince_Charles\Prince_Charles_0004.jpg
3154,Gerhard_Schroeder,.\data\lfw-deepfunneled\Gerhard_Schroeder\Gerhard_Schroeder_0008.jpg
2860,George_W_Bush,.\data\lfw-deepfunneled\George_W_Bush\George_W_Bush_0254.jpg
3960,Jack_Straw,.\data\lfw-deepfunneled\Jack_Straw\Jack_Straw_0023.jpg
7909,Serena_Williams,.\data\lfw-deepfunneled\Serena_Williams\Serena_Williams_0007.jpg
1661,Colin_Powell,.\data\lfw-deepfunneled\Colin_Powell\Colin_Powell_0204.jpg
3316,Gloria_Macapagal_Arroyo,.\data\lfw-deepfunneled\Gloria_Macapagal_Arroyo\Gloria_Macapagal_Arroyo_0022.jpg
